Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
156,Manny Corpas\corpama01,2013-01-09,Colorado Rockies,CHC,30,-0.1,6,311,7,0,0,0,0,0,2,.000,.222,.000,.222,12,18,4.09,1.347,328,0,34,332.2,352,33,96,234
157,Matt Palmer\palmema01,2013-01-09,Los Angeles Dodgers,SDP,34,-0.3,5,9,10,1,2,0,0,0,1,.200,.273,.200,.473,13,7,4.56,1.484,63,20,0,185.1,181,15,94,98
158,Jerry Gil\gilje01,2013-01-08,Cleveland Indians,TOR,30,,8,,,,,,,,,,,,,,,,,,,,,,,,
159,Adam LaRoche\larocad01,2013-01-08,Washington Nationals,WSN,33,5.0,9,1186,4159,568,1114,197,684,6,446,.268,.338,.482,.820,,,,,,,,,,,,
160,Stu Pomeranz\pomerst01,2013-01-08,Baltimore Orioles,BAL,28,0.1,1,0,0,0,0,0,0,0,0,,,,,0,0,3.00,1.333,3,0,0,6.0,7,1,1,3
161,Lance Berkman\berkmla01,2013-01-07,Texas Rangers,STL,37,5.7,14,1806,6235,1119,1843,360,1200,86,1163,.296,.409,.544,.953,,,,,,,,,,,,
162,Mike Gonzalez\gonzami02,2013-01-07,Milwaukee Brewers,WSN,35,0.9,10,337,3,0,1,0,2,0,0,.333,.333,.667,1.000,17,21,2.94,1.250,434,0,56,394.1,313,32,180,451
163,J.P. Howell\howeljp01,2013-01-07,Los Angeles Dodgers,TBR,30,-0.2,7,23,10,1,2,0,1,0,0,.200,.200,.200,.400,21,23,4.42,1.385,267,33,21,403.0,372,46,186,375
164,Tony Pena\penato02,2013-01-07,Chicago White Sox,BOS,32,,6,,,,,,,,,,,,,,,,,,,,,,,,
165,J.D. Martin\martijd01,2013-01-06,Tampa Bay Rays,MIA,30,-0.3,3,,,,,,,,,,,,,,,,,,,,,,,,
166,Alfredo Amezaga\amezaal01,2013-01-05,Los Angeles Dodgers,CHC,35,-0.9,10,,,,,,,,,,,,,,,,,,,,,,,,
167,Ross Ohlendorf\ohlenro01,2013-01-05,Washington Nationals,SDP,30,-1.4,6,75,122,5,10,1,4,0,3,.082,.104,.107,.211,18,32,5.10,1.480,108,73,0,441.1,484,64,169,312
168,Omar Quintanilla\quintom01,2013-01-05,New York Mets,BAL,31,-0.2,7,292,691,88,152,6,50,3,56,.220,.279,.302,.582,,,,,,,,,,,,
169,Sean West\westse01,2013-01-05,Washington Nationals,MIA,27,-0.3,3,,,,,,,,,,,,,,,,,,,,,,,,
170,Jason Jaramillo\jaramja01,2013-01-04,Houston Astros,OAK,30,-0.6,3,,,,,,,,,,,,,,,,,,,,,,,,
171,Lucas May\maylu01,2013-01-04,Pittsburgh Pirates,NYM,28,-0.5,2,,,,,,,,,,,,,,,,,,,,,,,,
172,Brett Myers\myersbr01,2013-01-04,Cleveland Indians,CHW,32,6.3,11,329,471,22,63,0,12,0,25,.134,.177,.157,.334,97,93,4.20,1.331,377,249,40,1688.2,1696,237,551,1367
173,Jason Frasor\frasoja01,2013-01-03,Texas Rangers,TOR,35,2.1,9,35,0,0,0,0,0,0,0,,,,,26,31,3.77,1.325,525,0,36,522.1,465,48,227,499
174,Cole Garner\garneco01,2013-01-03,Milwaukee Brewers,NYY,28,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,
175,Mike Jacobs\jacobmi02,2013-01-03,Seattle Mariners,ARI,32,-0.1,7,569,1949,248,493,100,312,5,170,.253,.313,.473,.786,,,,,,,,,,,,
176,Nick Swisher\swishni01,2013-01-03,Cleveland Indians,NYY,32,10.0,9,1209,4241,684,1085,209,673,12,669,.256,.361,.467,.828,,,,,,,,,,,,
177,Craig Tatum\tatumcr01,2013-01-03,Miami Marlins,NYY,30,0.2,3,,,,,,,,,,,,,,,,,,,,,,,,
178,Dontrelle Willis\willido03,2013-01-03,Chicago Cubs,BAL,31,0.3,9,,,,,,,,,,,,,,,,,,,,,,,,
179,Andrew Brown\brownan02,2013-01-02,New York Mets,COL,28,-0.4,2,57,134,15,30,5,14,2,12,.224,.284,.396,.679,,,,,,,,,,,,
180,Edwin Jackson\jacksed01,2013-01-02,Chicago Cubs,WSN,29,7.7,10,96,155,13,31,1,7,0,9,.200,.242,.219,.462,70,71,4.40,1.438,234,204,0,1268.2,1327,142,497,969
181,Jeff Marquez\marquje01,2013-01-02,Cincinnati Reds,COL,28,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,
182,Erick Threets\threeer01,2013-01-02,Colorado Rockies,LAD,31,0.6,5,,,,,,,,,,,,,,,,,,,,,,,,
183,Rene Tosoni\tosonre01,2013-01-02,Milwaukee Brewers,MIN,26,-0.8,1,,,,,,,,,,,,,,,,,,,,,,,,
184,Kevin Whelan\whelake01,2013-01-02,Cincinnati Reds,NYY,29,0.0,1,0,0,0,0,0,0,0,0,,,,,0,0,5.40,3.000,2,0,0,1.2,0,0,5,1
185,Mike Costanzo\costami01,2012-12-28,Washington Nationals,CIN,29,-0.6,1,17,18,0,1,0,2,0,1,.056,.095,.056,.151,,,,,,,,,,,,
186,Aaron Laffey\laffeaa01,2012-12-27,New York Mets,TOR,28,1.1,6,6,4,0,1,0,0,0,0,.250,.250,.250,.500,25,29,4.38,1.501,148,65,1,474.1,526,46,186,233
187,Jeremy Moore\mooreje02,2012-12-27,Los Angeles Dodgers,LAA,26,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,
188,Hisanori Takahashi\takahhi01,2012-12-27,Chicago Cubs,PIT,38,0.8,3,68,16,0,1,0,0,0,0,.063,.063,.063,.125,14,12,3.97,1.269,165,12,10,240.1,223,28,82,218
189,Stephen Drew\drewst01,2012-12-26,Boston Red Sox,OAK,30,5.6,7,812,3069,414,814,77,349,34,293,.265,.328,.433,.762,,,,,,,,,,,,
190,Raul Ibanez\ibanera01,2012-12-26,Seattle Mariners,NYY,41,-0.8,17,1947,6771,978,1883,271,1116,47,638,.278,.340,.470,.810,,,,,,,,,,,,
191,A.J. Pierzynski\pierza.01,2012-12-26,Texas Rangers,CHW,36,4.9,15,1629,5795,681,1645,155,730,13,258,.284,.324,.429,.753,,,,,,,,,,,,
192,Jaye Chapman\chapmja02,2012-12-25,Chicago Cubs,CHC,26,0.1,1,14,0,0,0,0,0,0,0,,,,,0,1,3.75,1.500,14,0,0,12.0,8,0,10,12
193,Zach Putnam\putnaza01,2012-12-25,Chicago Cubs,CHC,25,0.0,2,2,0,0,0,0,0,0,0,,,,,1,1,4.82,1.500,10,0,0,9.1,13,1,1,9
194,Jim Hoey\hoeyja02,2012-12-22,Milwaukee Brewers,TOR,30,-0.6,6,,,,,,,,,,,,,,,,,,,,,,,,
195,Cody Ross\rossco01,2012-12-22,Arizona Diamondbacks,BOS,32,4.5,9,887,2912,398,763,122,452,30,239,.262,.324,.460,.783,,,,,,,,,,,,
196,Nelson Figueroa\figuene01,2012-12-21,Arizona Diamondbacks,BOS,39,0.3,12,,,,,,,,,,,,,,,,,,,,,,,,
197,Andy Gonzalez\gonzaan01,2012-12-21,Chicago White Sox,MIL,31,,5,,,,,,,,,,,,,,,,,,,,,,,,
198,Tom Gorzelanny\gorzeto01,2012-12-21,Milwaukee Brewers,WSN,30,3.4,8,186,199,6,19,0,13,0,9,.095,.139,.095,.234,44,45,4.41,1.445,193,111,2,735.0,742,81,320,568
199,Warner Madrigal\madriwa01,2012-12-21,Arizona Diamondbacks,NYY,29,,4,,,,,,,,,,,,,,,,,,,,,,,,
200,Brad Nelson\nelsobr02,2012-12-21,Chicago Cubs,TEX,30,,4,,,,,,,,,,,,,,,,,,,,,,,,
201,Nate Schierholtz\schiena01,2012-12-21,Chicago Cubs,PHI,29,2.2,6,540,1275,150,344,24,123,20,85,.270,.319,.409,.727,,,,,,,,,,,,
202,Jose Veras\verasjo01,2012-12-21,Houston Astros,MIL,32,1.6,7,195,0,1,0,0,0,0,1,,1.000,,,19,17,4.01,1.358,327,0,5,314.1,255,33,172,328
203,Mike Adams\adamsmi03,2012-12-20,Philadelphia Phillies,TEX,34,5.9,8,258,2,0,0,0,0,0,0,.000,.000,.000,.000,18,15,2.28,1.056,358,0,4,363.2,277,27,107,365
204,Adam Greenberg\greenad01,2012-12-20,Baltimore Orioles,MIA,32,0.0,2,2,1,0,0,0,0,0,0,.000,.500,.000,.500,,,,,,,,,,,,
205,Mike Pelfrey\pelfrmi01,2012-12-20,Minnesota Twins,NYM,29,3.4,7,144,264,13,26,0,13,0,13,.098,.146,.117,.264,50,54,4.36,1.458,153,149,1,896.1,989,70,318,506
206,Ramiro Pena\penara02,2012-12-20,Atlanta Braves,NYY,27,-0.5,4,180,313,40,73,2,32,11,13,.233,.266,.288,.553,,,,,,,,,,,,
207,Placido Polanco\polanpl01,2012-12-20,Miami Marlins,PHI,37,5.5,15,1809,6837,976,2044,103,700,79,406,.299,.344,.403,.747,,,,,,,,,,,,
208,Rusty Ryal\ryalru01,2012-12-20,Los Angeles Dodgers,ATL,30,-0.4,3,,,,,,,,,,,,,,,,,,,,,,,,
209,Justin Berg\bergju01,2012-12-19,Colorado Rockies,CHC,29,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,
210,Fabio Castro\castrfa01,2012-12-19,Los Angeles Dodgers,OAK,28,,6,,,,,,,,,,,,,,,,,,,,,,,,
211,Ryan Dempster\dempsry01,2012-12-19,Boston Red Sox,TEX,36,6.5,15,515,588,23,58,0,17,0,13,.099,.118,.121,.239,124,124,4.33,1.430,547,322,87,2215.2,2177,241,992,1918
212,Jeff Francis\francje01,2012-12-19,Colorado Rockies,COL,32,2.2,8,166,287,18,34,0,15,0,23,.118,.182,.139,.321,67,73,4.86,1.435,205,204,0,1178.2,1343,143,348,770
213,Travis Ishikawa\ishiktr01,2012-12-19,Baltimore Orioles,MIL,29,0.5,5,375,755,99,199,19,110,3,66,.264,.328,.405,.733,,,,,,,,,,,,
214,Josh Rodriguez\rodrijo05,2012-12-19,New York Mets,NYM,28,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,
215,Daniel Schlereth\schleda01,2012-12-19,Baltimore Orioles,DET,27,0.3,4,25,0,0,0,0,0,0,0,,,,,5,6,4.35,1.570,94,0,1,93.0,85,12,61,91
216,Ichiro Suzuki\suzukic01,2012-12-19,New York Yankees,NYY,39,6.0,12,1911,8085,1204,2606,104,660,452,518,.322,.365,.419,.784,,,,,,,,,,,,
217,J.R. Towles\towlejr01,2012-12-19,St. Louis Cardinals,MIN,29,-0.1,5,,,,,,,,,,,,,,,,,,,,,,,,
218,Roberto Hernandez\carmofa01,2012-12-18,Tampa Bay Rays,CLE,32,1.3,7,12,14,0,0,0,0,0,0,.000,.000,.000,.000,53,69,4.64,1.429,184,153,0,949.0,989,91,367,567
219,Ryan Langerhans\langery01,2012-12-18,Toronto Blue Jays,LAA,33,0.5,10,593,1239,174,280,33,125,10,190,.226,.332,.372,.704,,,,,,,,,,,,
220,John Lannan\lannajo01,2012-12-18,Philadelphia Phillies,WSN,28,0.7,6,127,226,6,22,1,10,0,14,.097,.150,.128,.278,42,52,4.01,1.424,134,134,0,783.2,820,77,296,410
221,Corky Miller\milleco01,2012-12-18,Cincinnati Reds,CIN,37,0.0,10,199,504,41,95,11,59,1,44,.188,.270,.300,.570,,,,,,,,,,,,
222,Ramon Ortiz\ortizra02,2012-12-18,Toronto Blue Jays,NYY,40,-0.8,11,124,143,8,11,1,4,0,5,.077,.108,.112,.220,86,84,4.93,1.420,296,214,0,1423.0,1532,228,489,887
223,Greg Reynolds\reynogr01,2012-12-18,Cincinnati Reds,TEX,27,-0.2,2,26,23,1,4,0,0,0,1,.174,.208,.261,.469,5,8,7.47,1.691,27,16,0,94.0,123,20,36,40
224,Mark Reynolds\reynoma01,2012-12-18,Cleveland Indians,BAL,29,1.4,6,853,2973,475,699,181,501,49,408,.235,.332,.475,.807,,,,,,,,,,,,
225,Koji Uehara\ueharko01,2012-12-18,Boston Red Sox,TEX,38,4.8,4,9,2,0,0,0,0,0,1,.000,.333,.000,.333,5,9,2.89,0.921,157,12,14,211.2,166,27,29,231
226,Lance Zawadzki\zawadla01,2012-12-18,Toronto Blue Jays,STL,28,-0.2,2,,,,,,,,,,,,,,,,,,,,,,,,
227,Drew Carpenter\carpean01,2012-12-17,Chicago Cubs,NYM,28,-0.5,5,17,4,0,0,0,0,0,0,.000,.000,.000,.000,1,1,7.56,1.830,23,1,0,33.1,43,9,18,33
228,Dallas McPherson\mcpheda01,2012-12-17,Los Angeles Dodgers,PIT,32,-0.2,8,,,,,,,,,,,,,,,,,,,,,,,,
229,Mike Nickeas\nickemi01,2012-12-17,Toronto Blue Jays,NYM,30,-0.9,3,73,172,12,31,2,19,0,12,.180,.241,.238,.479,,,,,,,,,,,,
230,Carlos Pena\penaca01,2012-12-17,Houston Astros,TBR,35,5.3,12,1386,4610,703,1080,277,791,27,770,.234,.350,.472,.822,,,,,,,,,,,,
231,Luis Rodriguez\rodrilu01,2012-12-17,Los Angeles Angels of Anaheim,SEA,33,0.3,7,,,,,,,,,,,,,,,,,,,,,,,,
232,Anibal Sanchez\sanchan01,2012-12-17,Detroit Tigers,DET,29,9.5,7,128,232,7,21,0,6,0,15,.091,.146,.099,.245,48,51,3.75,1.346,145,144,0,869.0,850,79,320,733
233,Jonathan Albaladejo\albaljo01,2012-12-16,Miami Marlins,ARI,30,0.0,5,18,0,0,0,0,0,0,0,,,,,6,3,4.34,1.422,66,0,0,76.2,77,10,32,56
234,Josh Bell\belljo01,2012-12-15,Chicago White Sox,ARI,26,-1.1,3,100,272,24,53,4,22,0,10,.195,.223,.265,.488,,,,,,,,,,,,
235,Josh Hamilton\hamiljo03,2012-12-15,Los Angeles Angels of Anaheim,TEX,32,16.5,6,737,2825,471,858,161,553,43,263,.304,.363,.549,.913,,,,,,,,,,,,
236,Tommy Manzella\manzeto01,2012-12-15,Colorado Rockies,CHW,30,-1.3,3,,,,,,,,,,,,,,,,,,,,,,,,
237,Joe Martinez\martijo07,2012-12-14,Cleveland Indians,ARI,30,-0.1,3,20,11,2,2,0,0,0,0,.182,.182,.273,.455,3,3,6.22,1.875,19,6,0,50.2,74,5,21,29
238,Niuman Romero\romerni01,2012-12-14,Baltimore Orioles,DET,28,-0.1,3,,,,,,,,,,,,,,,,,,,,,,,,
239,Andres Torres\torrean02,2012-12-14,San Francisco Giants,NYM,35,7.8,8,547,1638,244,394,30,153,73,183,.241,.320,.388,.708,,,,,,,,,,,,
240,Ty Wigginton\wiggity01,2012-12-14,St. Louis Cardinals,PHI,35,-0.5,11,1315,4422,549,1161,169,591,42,366,.263,.324,.438,.762,,,,,,,,,,,,
241,Kevin Youkilis\youklke01,2012-12-14,New York Yankees,CHW,34,10.9,9,1033,3644,641,1030,148,610,26,531,.283,.384,.482,.867,,,,,,,,,,,,
242,Brian Bocock\bococbr01,2012-12-13,Washington Nationals,TOR,28,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,
243,Kevin Correia\correke01,2012-12-13,Minnesota Twins,PIT,32,-1.6,10,283,276,11,32,0,12,0,11,.116,.150,.134,.284,60,65,4.54,1.411,290,159,0,1066.0,1123,131,381,712
244,Blake Davis\davisbl01,2012-12-13,Milwaukee Brewers,BAL,29,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,
245,Chad Gaudin\gaudich01,2012-12-13,San Francisco Giants,MIA,30,-1.7,10,112,40,1,1,0,0,0,2,.025,.071,.025,.096,40,42,4.63,1.515,314,75,2,739.1,778,86,342,585
246,Jack Hannahan\hannaja01,2012-12-13,Cincinnati Reds,CLE,33,3.1,6,505,1463,152,342,28,159,6,172,.234,.316,.355,.671,,,,,,,,,,,,
247,John Maine\mainejo01,2012-12-13,Miami Marlins,NYY,32,-0.8,7,101,166,10,16,1,8,0,11,.096,.161,.120,.282,41,36,4.35,1.339,108,105,0,585.2,519,79,265,492
248,Nate McLouth\mclouna01,2012-12-13,Baltimore Orioles,BAL,31,-2.0,8,820,2587,435,642,88,290,99,297,.248,.335,.421,.756,,,,,,,,,,,,
249,Gil Velazquez\velazgi01,2012-12-13,New York Yankees,MIA,33,0.1,4,32,72,2,17,0,4,0,1,.236,.253,.250,.503,,,,,,,,,,,,
250,Shane Victorino\victosh01,2012-12-13,Boston Red Sox,LAD,32,11.5,9,1076,3852,616,1060,90,409,201,334,.275,.341,.430,.770,,,,,,,,,,,,
251,Bobby Wilson\wilsobo02,2012-12-13,New York Yankees,TOR,30,1.4,5,191,389,36,81,8,37,0,34,.208,.272,.321,.593,,,,,,,,,,,,
252,Joe Blanton\blantjo01,2012-12-12,Los Angeles Angels of Anaheim,LAD,32,-0.4,9,118,206,13,22,0,6,0,8,.107,.155,.107,.262,83,75,4.37,1.336,237,228,0,1434.2,1539,170,378,978
253,Sean Burnett\burnese01,2012-12-12,Los Angeles Angels of Anaheim,WSN,30,4.0,6,338,29,2,2,0,0,0,4,.069,.182,.103,.285,15,23,3.58,1.341,354,13,10,362.1,343,35,143,267
254,Cole Gillespie\gilleco01,2012-12-12,San Francisco Giants,ARI,29,-0.6,2,50,110,13,26,3,16,1,8,.236,.292,.391,.683,,,,,,,,,,,,
255,Jeff Gray\grayje02,2012-12-12,Chicago White Sox,MIN,31,-0.6,5,11,0,0,0,0,0,0,0,,,,,7,3,4.99,1.514,115,0,1,140.2,160,18,53,76
256,Jason Grilli\grillja01,2012-12-12,Pittsburgh Pirates,PIT,36,1.9,10,170,15,1,3,1,3,0,0,.200,.200,.400,.600,21,25,4.34,1.413,330,16,5,448.0,435,44,198,389
257,Mike McClendon\mcclemi01,2012-12-12,Colorado Rockies,MIL,28,0.3,3,35,4,0,1,0,0,0,0,.250,.250,.250,.500,5,0,3.88,1.336,35,0,0,48.2,50,4,15,35
258,Gregorio Petit\petitgr01,2012-12-12,San Diego Padres,CLE,28,,2,25,54,6,15,0,1,0,2,.278,.304,.333,.637,,,,,,,,,,,,
259,Rene Rivera\riverre01,2012-12-12,San Diego Padres,MIN,29,-0.1,4,98,254,20,49,4,15,1,12,.193,.234,.280,.514,,,,,,,,,,,,
260,Ian Stewart\stewaia01,2012-12-12,Chicago Cubs,CHC,28,1.4,6,487,1421,194,329,59,204,16,167,.232,.319,.417,.736,,,,,,,,,,,,
261,Buddy Carlyle\carlybu01,2012-12-11,Toronto Blue Jays,ATL,35,0.0,7,104,56,6,9,0,4,0,3,.161,.203,.161,.364,11,12,5.58,1.453,112,27,0,253.1,267,41,101,198
262,Scott Elarton\elartsc01,2012-12-11,Minnesota Twins,PHI,37,,14,,,,,,,,,,,,,,,,,,,,,,,,
263,Luis Jimenez\jimenlu01,2012-12-11,Toronto Blue Jays,SEA,31,-0.3,1,7,17,0,1,0,0,0,1,.059,.111,.059,.170,,,,,,,,,,,,
264,Logan Kensing\kensilo01,2012-12-11,Colorado Rockies,PIT,30,,6,129,8,0,0,0,0,0,0,.000,.000,.000,.000,8,9,5.81,1.634,134,3,2,161.0,175,28,88,143
265,Brandon McCarthy\mccarbr01,2012-12-11,Arizona Diamondbacks,OAK,29,5.4,7,6,9,0,0,0,0,0,0,.000,.000,.000,.000,37,39,4.02,1.284,153,99,0,654.1,649,76,191,447
266,Sean O'Sullivan\osullse01,2012-12-11,San Diego Padres,TOR,25,-1.0,3,2,4,1,1,0,0,0,0,.250,.250,.250,.500,10,14,6.13,1.554,43,34,0,193.2,228,37,73,91
267,Juan Perez\perezju01,2012-12-11,Toronto Blue Jays,MIL,34,0.1,4,41,1,0,0,0,0,0,0,.000,.000,.000,.000,1,2,4.88,1.735,42,0,0,27.2,26,5,22,31
268,Greg Smith\smithgr02,2012-12-11,Toronto Blue Jays,LAA,29,-0.2,4,,,,,,,,,,,,,,,,,,,,,,,,
269,Clete Thomas\thomacl02,2012-12-11,Minnesota Twins,MIN,29,0.0,3,157,419,56,103,9,52,5,47,.246,.326,.384,.710,,,,,,,,,,,,
270,Rich Thompson\thompri03,2012-12-11,Toronto Blue Jays,OAK,28,1.3,6,1,0,0,0,0,0,0,0,,,,,3,4,4.21,1.357,82,0,0,104.2,105,18,37,105
271,Claudio Vargas\vargacl01,2012-12-11,Toronto Blue Jays,MIL,35,-0.5,9,,,,,,,,,,,,,,,,,,,,,,,,
272,Eugenio Velez\velezeu01,2012-12-11,Toronto Blue Jays,STL,31,-0.6,5,,,,,,,,,,,,,,,,,,,,,,,,
273,Dan Wheeler\wheelda01,2012-12-11,Kansas City Royals,CLE,35,0.2,13,280,7,1,1,0,0,0,0,.143,.143,.143,.286,25,43,3.98,1.222,589,9,43,640.2,589,89,194,555
274,Steve Garrison\garrist01,2012-12-10,Arizona Diamondbacks,SEA,26,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,
275,Zack Greinke\greinza01,2012-12-10,Los Angeles Dodgers,LAA,29,8.7,9,60,106,10,18,3,4,1,3,.170,.191,.302,.493,91,78,3.77,1.247,272,231,1,1492.0,1482,149,379,1332
276,Jeff Keppinger\keppije01,2012-12-10,Chicago White Sox,TBR,33,3.0,8,701,2459,286,707,41,255,12,179,.288,.337,.396,.733,,,,,,,,,,,,
277,Ryan Ludwick\ludwiry01,2012-12-10,Cincinnati Reds,CIN,34,4.0,10,915,3063,419,805,143,530,17,298,.263,.334,.466,.799,,,,,,,,,,,,
278,Jon Meloan\meloajo01,2012-12-10,San Francisco Giants,NYY,28,,5,,,,,,,,,,,,,,,,,,,,,,,,
279,Brayan Pena\penabr01,2012-12-10,Detroit Tigers,KCR,31,0.2,8,335,884,77,219,14,98,2,49,.248,.286,.350,.635,,,,,,,,,,,,
280,Josh Wilson\wilsojo03,2012-12-10,Arizona Diamondbacks,ATL,32,1.0,5,356,930,84,211,9,67,13,47,.227,.279,.318,.597,0,1,9.00,2.333,3,0,0,3.0,4,1,3,0
281,Shane Loux\louxsh01,2012-12-09,San Francisco Giants,SFG,33,-0.2,5,16,1,0,0,0,0,0,0,.000,.000,.000,.000,4,7,5.94,1.618,58,13,0,144.0,188,16,45,47
282,Mike O'Connor\oconnmi01,2012-12-09,Minnesota Twins,NYY,32,0.2,6,,,,,,,,,,,,,,,,,,,,,,,,
283,Ray Olmedo\olmedra01,2012-12-09,Minnesota Twins,CHW,32,-0.1,6,218,444,53,102,2,27,6,26,.230,.273,.293,.566,,,,,,,,,,,,
284,Jason Bay\bayja01,2012-12-08,Seattle Mariners,NYM,34,1.8,10,1210,4299,707,1158,211,734,92,610,.269,.363,.485,.848,,,,,,,,,,,,
285,Eric Chavez\chaveer01,2012-12-08,Arizona Diamondbacks,NYY,35,1.7,15,1491,5221,782,1396,248,850,47,609,.267,.343,.476,.818,,,,,,,,,,,,
286,Bryan Augenstein\augenbr01,2012-12-07,Minnesota Twins,TBR,26,-0.4,3,,,,,,,,,,,,,,,,,,,,,,,,
287,Brandon Boggs\boggsbr01,2012-12-07,Minnesota Twins,PIT,30,-0.4,4,,,,,,,,,,,,,,,,,,,,,,,,
288,Randy Choate\choatra01,2012-12-07,St. Louis Cardinals,LAD,37,1.4,12,247,5,0,0,0,0,0,0,.000,.000,.000,.000,11,11,4.02,1.338,476,0,6,309.1,268,16,146,266
289,Dan Haren\harenda01,2012-12-07,Washington Nationals,LAA,32,8.1,10,130,264,23,59,2,27,0,8,.223,.246,.326,.572,119,97,3.66,1.181,296,286,0,1876.2,1821,219,395,1585
290,Hernan Iribarren\iribahe01,2012-12-07,Colorado Rockies,COL,29,,2,24,27,2,5,0,2,0,2,.185,.241,.296,.538,,,,,,,,,,,,
291,Jensen Lewis\lewisje01,2012-12-07,Chicago Cubs,ARI,29,0.8,5,,,,,,,,,,,,,,,,,,,,,,,,
292,Angel Pagan\paganan01,2012-12-07,San Francisco Giants,SFG,31,10.5,7,695,2414,358,678,41,265,124,197,.281,.333,.424,.757,,,,,,,,,,,,
293,Eric Hinske\hinsker01,2012-12-06,Arizona Diamondbacks,ATL,35,-0.8,11,1335,3745,547,938,136,516,61,446,.250,.333,.432,.765,,,,,,,,,,,,
294,Reed Johnson\johnsre02,2012-12-06,Atlanta Braves,ATL,36,1.0,10,1116,3298,481,935,62,369,41,174,.284,.340,.411,.752,,,,,,,,,,,,
295,James Loney\loneyja01,2012-12-06,Tampa Bay Rays,BOS,29,2.4,7,926,3170,360,895,73,459,29,273,.282,.339,.419,.758,,,,,,,,,,,,
296,Evan Meek\meekev01,2012-12-06,Texas Rangers,PIT,30,2.3,5,150,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,7,7,3.34,1.326,156,0,4,172.2,139,12,90,144
297,Wil Nieves\nievewi01,2012-12-06,Arizona Diamondbacks,ARI,35,-1.5,9,314,834,62,191,7,81,2,51,.229,.274,.301,.575,,,,,,,,,,,,
298,Angel Sanchez\sanchan02,2012-12-06,Chicago White Sox,HOU,29,-1.3,3,184,568,67,145,1,54,3,38,.255,.304,.308,.612,,,,,,,,,,,,
299,Marco Scutaro\scutama01,2012-12-06,San Francisco Giants,SFG,37,7.3,11,1259,4388,625,1209,75,478,53,428,.276,.340,.391,.731,,,,,,,,,,,,
300,Randy Wells\wellsra01,2012-12-06,Texas Rangers,CHC,30,2.9,5,91,146,8,25,0,6,0,5,.171,.199,.205,.404,28,32,4.08,1.386,98,86,0,529.0,550,57,183,345
301,Jason Bourgeois\bourgja01,2012-12-05,Tampa Bay Rays,KCR,31,0.3,5,222,463,62,121,2,27,51,30,.261,.306,.324,.630,,,,,,,,,,,,
302,Conor Jackson\jacksco01,2012-12-05,Baltimore Orioles,CHW,31,0.2,7,,,,,,,,,,,,,,,,,,,,,,,,
303,Cesar Jimenez\jimence01,2012-12-05,Philadelphia Phillies,SEA,28,0.0,3,0,0,0,0,0,0,0,0,,,,,1,2,5.40,1.469,43,3,0,48.1,51,6,20,36
304,Adam Russell\russead01,2012-12-05,Baltimore Orioles,LAA,30,0.2,4,,,,,,,,,,,,,,,,,,,,,,,,
305,Matt Pagnozzi\pagnoma01,2012-12-04,Atlanta Braves,CLE,30,0.2,3,33,71,7,22,1,13,0,4,.310,.364,.380,.744,,,,,,,,,,,,
306,Joakim Soria\soriajo01,2012-12-04,Texas Rangers,KCR,29,3.9,5,18,0,0,0,0,0,0,0,,,,,13,15,2.40,1.043,298,0,160,315.1,242,24,87,341
307,Bill Bray\braybi01,2012-12-03,Washington Nationals,CIN,30,1.1,6,243,1,0,0,0,0,0,0,.000,.000,.000,.000,13,12,3.74,1.383,258,0,3,197.1,185,19,88,188
308,Jordan Brown\brownjo05,2012-12-03,Miami Marlins,MIL,29,0.0,1,26,87,9,20,0,2,0,4,.230,.272,.310,.582,,,,,,,,,,,,
309,Chris Jakubauskas\jakubch01,2012-12-03,Milwaukee Brewers,TOR,34,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,
310,Jason Marquis\marquja01,2012-12-03,San Diego Padres,SDP,34,-2.4,13,394,605,64,122,5,54,1,13,.202,.221,.288,.508,112,109,4.60,1.437,348,289,1,1803.1,1904,225,687,1065
311,Geovany Soto\sotoge01,2012-12-03,Texas Rangers,TEX,30,4.7,8,602,1972,244,489,82,289,2,254,.248,.336,.437,.772,,,,,,,,,,,,
312,Drew Sutton\suttodr01,2012-12-03,Boston Red Sox,PIT,30,0.2,4,128,281,38,72,4,37,0,19,.256,.309,.399,.708,,,,,,,,,,,,
313,Robert Andino\andinro01,2012-12-01,Seattle Mariners,SEA,29,3.0,8,439,1244,152,292,18,92,24,106,.235,.296,.323,.620,,,,,,,,,,,,
314,Blake DeWitt\dewitbl01,2012-12-01,Atlanta Braves,CHC,27,0.2,5,422,1116,118,287,21,135,7,107,.257,.324,.380,.704,,,,,,,,,,,,
