,Rk,Name,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,Date
10,11,Nelson Figueroa\figuene01,New York Yankees,PIT,38,1.1,9,141.0,116.0,7.0,20.0,0.0,8.0,0.0,5.0,0.172,0.207,0.207,0.414,20.0,35.0,4.55,1.459,145.0,65.0,1.0,499.0,525.0,66.0,203.0,337.0,2012
11,12,Joel Pineiro\pineijo01,Baltimore Orioles,LAA,33,3.9,12,92.0,167.0,13.0,17.0,0.0,10.0,1.0,11.0,0.102,0.157,0.138,0.295,104.0,93.0,4.41,1.348,335.0,263.0,2.0,1754.1,1878.0,193.0,487.0,1058.0,2012
12,13,Mitch Stetter\stettmi01,Milwaukee Brewers,MIL,31,0.1,5,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.08,1.395,132.0,0.0,1.0,86.0,68.0,9.0,52.0,89.0,2012
13,14,Brad Hawpe\hawpebr01,Texas Rangers,SDP,33,0.6,8,893.0,2907.0,398.0,801.0,124.0,490.0,13.0,425.0,0.276,0.368,0.48,0.848,,,,,,,,,,,,,2012
14,15,Aaron Heilman\heilmaa01,Texas Rangers,PIT,33,-0.3,9,456.0,47.0,1.0,1.0,0.0,1.0,0.0,2.0,0.021,0.061,0.021,0.083,35.0,46.0,4.4,1.3619999999999999,477.0,25.0,16.0,630.0,602.0,72.0,256.0,548.0,2012
15,16,Ramon Ortiz\ortizra02,New York Yankees,CHC,39,-0.8,11,124.0,143.0,8.0,11.0,1.0,4.0,0.0,5.0,0.077,0.10800000000000001,0.11199999999999999,0.22,86.0,84.0,4.93,1.42,296.0,214.0,0.0,1423.0,1532.0,228.0,489.0,887.0,2012
16,17,Chad Durbin\durbich01,Atlanta Braves,CLE,34,0.0,12,201.0,24.0,0.0,2.0,0.0,1.0,0.0,0.0,0.083,0.08,0.083,0.163,38.0,46.0,5.1,1.5130000000000001,364.0,75.0,4.0,759.1,821.0,110.0,328.0,512.0,2012
17,18,Edgar Gonzalez\gonzaed01,Colorado Rockies,COL,29,0.1,8,81.0,63.0,1.0,11.0,0.0,2.0,0.0,0.0,0.175,0.188,0.19,0.37799999999999995,14.0,25.0,5.9,1.569,107.0,41.0,0.0,325.0,396.0,56.0,114.0,208.0,2012
18,19,Jason Michaels\michaja01,Washington Nationals,HOU,36,0.0,11,1031.0,2332.0,332.0,613.0,59.0,299.0,22.0,243.0,0.263,0.335,0.40700000000000003,0.742,,,,,,,,,,,,,2012
19,20,Jason Bulger\bulgeja01,New York Yankees,LAA,33,0.9,7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.0,2.0,4.33,1.406,125.0,0.0,1.0,133.0,112.0,16.0,75.0,138.0,2012
20,21,Andres Blanco\blancan01,Philadelphia Phillies,TEX,28,0.4,6,235.0,591.0,65.0,151.0,3.0,47.0,1.0,33.0,0.255,0.301,0.33299999999999996,0.634,,,,,,,,,,,,,2012
21,22,Conor Jackson\jacksco01,Chicago White Sox,BOS,30,-0.5,7,658.0,2184.0,291.0,591.0,52.0,295.0,27.0,252.0,0.271,0.35100000000000003,0.40700000000000003,0.757,,,,,,,,,,,,,2012
22,23,Joe Thurston\thursjo01,Philadelphia Phillies,FLA,32,-0.1,7,184.0,337.0,34.0,76.0,1.0,27.0,5.0,35.0,0.226,0.305,0.32299999999999995,0.629,,,,,,,,,,,,,2012
23,24,Livan Hernandez\hernali01,Atlanta Braves,WSN,37,2.9,16,447.0,969.0,64.0,215.0,10.0,85.0,0.0,9.0,0.222,0.231,0.29600000000000004,0.528,174.0,176.0,4.39,1.439,475.0,474.0,0.0,3121.2,3441.0,347.0,1050.0,1928.0,2012
24,25,Ryota Igarashi\igarary01,Toronto Blue Jays,NYM,33,-1.0,2,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,5.74,1.71,79.0,0.0,0.0,69.0,72.0,6.0,46.0,67.0,2012
25,26,Zach Duke\dukeza01,Washington Nationals,ARI,29,1.3,7,181.0,313.0,17.0,55.0,2.0,23.0,0.0,12.0,0.17600000000000002,0.205,0.217,0.42200000000000004,48.0,74.0,4.56,1.49,181.0,168.0,1.0,1041.0,1269.0,107.0,282.0,537.0,2012
26,27,Jason Jaramillo\jaramja01,Milwaukee Brewers,PIT,29,-0.8,3,119.0,336.0,23.0,79.0,4.0,38.0,2.0,27.0,0.235,0.293,0.327,0.621,,,,,,,,,,,,,2012
27,28,Steve Pearce\pearcst01,New York Yankees,PIT,29,-0.3,5,185.0,465.0,50.0,108.0,9.0,52.0,5.0,45.0,0.23199999999999998,0.302,0.366,0.6679999999999999,,,,,,,,,,,,,2012
28,29,Shawn Camp\campsh01,Chicago Cubs,TOR,36,2.6,8,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,25.0,26.0,4.4,1.45,432.0,0.0,10.0,488.1,562.0,50.0,146.0,335.0,2012
29,30,Chris Young\youngch03,New York Mets,NYM,33,2.1,8,98.0,170.0,10.0,25.0,1.0,12.0,0.0,9.0,0.147,0.193,0.2,0.39299999999999996,49.0,34.0,3.74,1.202,139.0,139.0,0.0,775.2,626.0,93.0,306.0,675.0,2012
30,31,Greg Golson\golsogr01,Chicago White Sox,NYY,26,-0.4,4,40.0,41.0,6.0,8.0,0.0,2.0,2.0,1.0,0.195,0.214,0.244,0.45799999999999996,,,,,,,,,,,,,2012
31,32,Justin Hampson\hampsju01,New York Mets,NYM,32,,3,75.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.111,0.0,0.111,5.0,4.0,3.38,1.344,79.0,1.0,0.0,96.0,98.0,5.0,31.0,62.0,2012
32,33,Dontrelle Willis\willido03,Baltimore Orioles,CIN,30,-0.4,9,198.0,389.0,43.0,95.0,9.0,39.0,0.0,22.0,0.244,0.287,0.37799999999999995,0.665,72.0,69.0,4.17,1.433,205.0,202.0,0.0,1221.2,1251.0,114.0,500.0,896.0,2012
33,34,Xavier Nady\nadyxa01,Washington Nationals,ARI,33,-1.4,10,880.0,2780.0,349.0,764.0,97.0,393.0,18.0,171.0,0.275,0.32799999999999996,0.43799999999999994,0.7659999999999999,,,,,,,,,,,,,2012
34,35,Oswaldo Navarro\navaros01,New York Mets,HOU,27,-0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,2012
35,36,Josh Barfield\barfijo02,Baltimore Orioles,PHI,29,0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,2012
36,37,Ruben Gotay\gotayru01,Toronto Blue Jays,ATL,29,,7,,,,,,,,,,,,,,,,,,,,,,,,,2012
37,38,Terry Evans\evanste01,Kansas City Royals,PHI,30,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,2012
38,39,Jon Meloan\meloajo01,Texas Rangers,OAK,27,0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,2012
39,40,Billy Buckner\bucknbi02,Boston Red Sox,COL,28,-1.4,4,27.0,26.0,0.0,6.0,0.0,6.0,0.0,1.0,0.231,0.259,0.308,0.5670000000000001,6.0,11.0,6.25,1.641,36.0,21.0,0.0,138.1,173.0,24.0,54.0,103.0,2012
40,41,Garrett Mock\mockga01,Boston Red Sox,WSN,29,-1.1,3,,,,,,,,,,,,,,,,,,,,,,,,,2012
41,42,Royce Ring\ringro01,Colorado Rockies,BOS,31,-0.2,6,,,,,,,,,,,,,,,,,,,,,,,,,2012
42,43,David Aardsma\aardsda01,New York Yankees,SEA,30,2.4,6,68.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,4.2,1.43,254.0,0.0,69.0,265.2,231.0,27.0,149.0,268.0,2012
43,44,Jay Gibbons\gibboja01,Milwaukee Brewers,LAD,35,-0.7,9,840.0,2917.0,364.0,759.0,127.0,427.0,2.0,224.0,0.26,0.315,0.45299999999999996,0.767,,,,,,,,,,,,,2012
44,45,Jason Isringhausen\isrinja01,Los Angeles Angels of Anaheim,NYM,39,0.3,15,496.0,104.0,11.0,21.0,2.0,16.0,0.0,5.0,0.20199999999999999,0.24100000000000002,0.317,0.5579999999999999,48.0,53.0,3.62,1.325,674.0,52.0,300.0,962.0,857.0,78.0,418.0,799.0,2012
45,46,Eric Chavez\chaveer01,New York Yankees,NYY,34,-0.3,14,1378.0,4943.0,746.0,1318.0,232.0,813.0,47.0,579.0,0.267,0.342,0.474,0.8170000000000001,,,,,,,,,,,,,2012
46,47,Raul Ibanez\ibanera01,New York Yankees,PHI,40,1.6,16,1817.0,6387.0,928.0,1791.0,252.0,1054.0,44.0,603.0,0.28,0.342,0.47100000000000003,0.813,,,,,,,,,,,,,2012
47,48,Manny Ramirez\ramirma02,Oakland Athletics,TBR,40,2.7,19,2302.0,8244.0,1544.0,2574.0,555.0,1831.0,38.0,1329.0,0.312,0.41100000000000003,0.585,0.996,,,,,,,,,,,,,2012
48,49,Brett Tomko\tomkobr01,Cincinnati Reds,TEX,39,1.5,14,308.0,456.0,23.0,71.0,0.0,29.0,0.0,19.0,0.156,0.18899999999999997,0.175,0.365,100.0,103.0,4.65,1.3659999999999999,397.0,266.0,2.0,1816.0,1898.0,255.0,582.0,1209.0,2012
49,50,Josh Kroeger\kroegjo01,Boston Red Sox,FLA,29,,7,,,,,,,,,,,,,,,,,,,,,,,,,2012
50,51,Nate Robertson\roberna01,Chicago Cubs,SEA,34,-1.1,9,,,,,,,,,,,,,,,,,,,,,,,,,2012
51,52,Chris Gimenez\gimench01,Tampa Bay Rays,SEA,29,-0.5,3,97.0,228.0,24.0,39.0,5.0,21.0,1.0,35.0,0.171,0.27899999999999997,0.272,0.551,,,,,,,,,,,,,2012
52,53,Kosuke Fukudome\fukudko01,Chicago White Sox,CLE,35,4.0,4,572.0,1888.0,262.0,491.0,42.0,191.0,29.0,299.0,0.26,0.361,0.39899999999999997,0.76,,,,,,,,,,,,,2012
53,54,Jeff Salazar\salazje01,Tampa Bay Rays,DET,31,-0.3,5,,,,,,,,,,,,,,,,,,,,,,,,,2012
54,55,Sean White\whitese02,Boston Red Sox,COL,31,0.6,4,,,,,,,,,,,,,,,,,,,,,,,,,2012
55,56,Luis Ayala\ayalalu01,Baltimore Orioles,NYY,34,0.7,7,349.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.28600000000000003,0.35700000000000004,0.643,31.0,41.0,3.47,1.286,429.0,0.0,18.0,446.1,462.0,45.0,112.0,294.0,2012
56,57,Greg Burke\burkegr01,Baltimore Orioles,SDP,29,0.0,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,4.14,1.555,48.0,0.0,0.0,45.2,48.0,4.0,23.0,33.0,2012
57,58,Scott Linebrink\linebsc01,St. Louis Cardinals,ATL,35,0.9,12,441.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.222,0.222,0.278,0.5,42.0,31.0,3.51,1.308,607.0,6.0,8.0,656.2,630.0,82.0,229.0,567.0,2012
58,59,Nick Johnson\johnsni01,Baltimore Orioles,CLE,33,1.4,9,794.0,2611.0,421.0,705.0,91.0,387.0,27.0,511.0,0.27,0.401,0.44299999999999995,0.8440000000000001,,,,,,,,,,,,,2012
59,60,Zack Segovia\segovza01,Detroit Tigers,MIL,29,-0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,2012
60,61,Russell Branyan\branyru01,New York Yankees,LAA,36,4.5,14,1059.0,2934.0,405.0,682.0,194.0,467.0,16.0,403.0,0.23199999999999998,0.32899999999999996,0.485,0.8140000000000001,,,,,,,,,,,,,2012
61,62,Bill Hall\hallbi03,New York Yankees,SFG,32,-0.3,10,1046.0,3325.0,448.0,825.0,124.0,439.0,62.0,281.0,0.248,0.307,0.436,0.743,,,,,,,,,,,,,2012
62,63,Ryan Ludwick\ludwiry01,Cincinnati Reds,PIT,33,3.0,9,790.0,2641.0,366.0,689.0,117.0,450.0,17.0,256.0,0.261,0.332,0.455,0.787,,,,,,,,,,,,,2012
63,64,Jeff Suppan\suppaje01,San Diego Padres,KCR,37,-1.6,16,254.0,430.0,27.0,75.0,1.0,24.0,1.0,23.0,0.174,0.221,0.198,0.419,138.0,143.0,4.69,1.46,442.0,411.0,0.0,2512.0,2809.0,333.0,858.0,1383.0,2012
64,65,Jamey Wright\wrighja01,Los Angeles Dodgers,SEA,37,0.6,16,260.0,436.0,26.0,64.0,1.0,17.0,0.0,12.0,0.147,0.17,0.193,0.36200000000000004,85.0,121.0,4.93,1.565,526.0,246.0,1.0,1828.2,1963.0,191.0,898.0,1016.0,2012
65,66,Alex Cora\coraal01,St. Louis Cardinals,WSN,36,-0.2,14,1273.0,3408.0,360.0,828.0,35.0,286.0,47.0,248.0,0.243,0.31,0.33799999999999997,0.648,,,,,,,,,,,,,2012
66,67,Brent Dlugach\dlugabr01,Detroit Tigers,BOS,29,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,2012
67,68,Rick Ankiel\ankieri01,Washington Nationals,WSN,32,2.6,9,538.0,1635.0,232.0,402.0,64.0,218.0,20.0,142.0,0.24600000000000002,0.309,0.423,0.732,,,,,,,,,,,,,2012
68,69,Mitch Atkins\atkinmi01,Washington Nationals,BAL,26,-0.3,3,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,1.8969999999999998,10.0,3.0,0.0,22.2,34.0,7.0,9.0,17.0,2012
69,70,Todd Coffey\coffeto01,Los Angeles Dodgers,WSN,31,1.0,7,422.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,4.08,1.419,438.0,0.0,11.0,419.1,466.0,48.0,129.0,311.0,2012
70,71,Casey Kotchman\kotchca01,Cleveland Indians,TBR,29,4.0,8,791.0,2588.0,276.0,693.0,59.0,332.0,11.0,240.0,0.268,0.336,0.39799999999999996,0.733,,,,,,,,,,,,,2012
71,72,Greg Smith\smithgr02,Los Angeles Angels of Anaheim,BOS,28,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,2012
72,73,Brian Tallet\tallebr01,Pittsburgh Pirates,TOR,34,-2.4,9,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,4.79,1.4609999999999999,242.0,36.0,0.0,460.0,459.0,58.0,213.0,337.0,2012
73,74,Steve Holm\holmst01,Colorado Rockies,MIN,32,-0.1,3,59.0,108.0,12.0,26.0,1.0,6.0,0.0,13.0,0.24100000000000002,0.336,0.361,0.6970000000000001,,,,,,,,,,,,,2012
74,75,Edwin Jackson\jacksed01,Washington Nationals,STL,28,9.2,9,64.0,98.0,7.0,18.0,1.0,7.0,0.0,6.0,0.184,0.22899999999999998,0.214,0.44299999999999995,60.0,60.0,4.46,1.476,203.0,173.0,0.0,1079.0,1154.0,119.0,439.0,801.0,2012
75,76,Ryan Rowland-Smith\rowlary01,Chicago Cubs,HOU,29,-1.5,4,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,4.57,1.42,115.0,47.0,2.0,362.2,381.0,51.0,134.0,220.0,2012
76,77,Francisco Cordero\cordefr01,Toronto Blue Jays,CIN,37,3.6,13,386.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,45.0,3.17,1.3330000000000002,753.0,0.0,327.0,785.1,690.0,55.0,357.0,765.0,2012
77,78,Juan Cruz\cruzju02,Pittsburgh Pirates,TBR,33,0.2,11,269.0,70.0,2.0,8.0,0.0,2.0,0.0,4.0,0.114,0.162,0.157,0.319,37.0,35.0,4.13,1.395,404.0,38.0,3.0,619.1,537.0,64.0,327.0,626.0,2012
78,79,Carlos Guillen\guillca01,Seattle Mariners,DET,36,0.2,14,1305.0,4673.0,733.0,1331.0,124.0,660.0,74.0,510.0,0.285,0.355,0.44299999999999995,0.7979999999999999,,,,,,,,,,,,,2012
79,80,Dan Johnson\johnsda06,Chicago White Sox,TBR,32,-0.7,6,399.0,1298.0,162.0,305.0,53.0,188.0,1.0,196.0,0.235,0.33399999999999996,0.405,0.7390000000000001,,,,,,,,,,,,,2012
80,81,Micah Owings\owingmi01,San Diego Padres,ARI,29,0.3,5,168.0,203.0,27.0,58.0,9.0,35.0,0.0,8.0,0.28600000000000003,0.313,0.507,0.82,32.0,31.0,4.91,1.401,132.0,68.0,1.0,473.1,460.0,63.0,203.0,340.0,2012
81,82,Chad Qualls\quallch01,Philadelphia Phillies,SDP,33,-1.9,8,489.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,34.0,3.78,1.2690000000000001,537.0,0.0,51.0,543.0,539.0,53.0,150.0,426.0,2012
82,83,Hernan Iribarren\iribahe01,Colorado Rockies,COL,28,0.0,2,24.0,27.0,2.0,5.0,0.0,2.0,0.0,2.0,0.185,0.24100000000000002,0.29600000000000004,0.5379999999999999,,,,,,,,,,,,,2012
83,84,Trever Miller\milletr02,Chicago Cubs,BOS,39,1.6,13,408.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.16699999999999998,0.33299999999999996,0.5,18.0,17.0,4.18,1.4480000000000002,694.0,5.0,11.0,523.1,521.0,54.0,237.0,434.0,2012
84,85,Pat Neshek\neshepa01,Baltimore Orioles,SDP,31,-0.1,5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,12.0,7.0,3.21,1.114,157.0,0.0,0.0,154.1,105.0,20.0,67.0,171.0,2012
85,86,Corey Patterson\patteco01,Milwaukee Brewers,STL,32,0.2,12,1230.0,4171.0,571.0,1050.0,118.0,431.0,218.0,206.0,0.252,0.29,0.4,0.691,,,,,,,,,,,,,2012
86,87,Ronny Paulino\pauliro01,Baltimore Orioles,NYM,31,1.8,7,553.0,1804.0,176.0,492.0,33.0,211.0,4.0,144.0,0.273,0.326,0.379,0.705,,,,,,,,,,,,,2012
87,88,Matt Tolbert\tolbema01,Chicago Cubs,MIN,30,0.8,4,247.0,605.0,76.0,139.0,3.0,54.0,17.0,48.0,0.23,0.28800000000000003,0.319,0.607,,,,,,,,,,,,,2012
88,89,Luke French\frenclu01,Minnesota Twins,SEA,26,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,2012
89,90,Jeff Keppinger\keppije01,Tampa Bay Rays,SFG,32,0.4,7,586.0,2074.0,240.0,582.0,32.0,215.0,11.0,155.0,0.281,0.332,0.38799999999999996,0.72,,,,,,,,,,,,,2012
90,91,John Maine\mainejo01,Boston Red Sox,COL,31,-0.3,7,101.0,166.0,10.0,16.0,1.0,8.0,0.0,11.0,0.096,0.161,0.12,0.282,41.0,36.0,4.35,1.339,108.0,105.0,0.0,585.2,519.0,79.0,265.0,492.0,2012
91,92,Kyle Phillips\phillky01,Toronto Blue Jays,SDP,28,0.0,2,41.0,94.0,10.0,18.0,2.0,12.0,0.0,8.0,0.191,0.262,0.319,0.581,,,,,,,,,,,,,2012
92,93,Juan Pierre\pierrju01,Philadelphia Phillies,CHW,34,0.6,12,1751.0,6823.0,980.0,2020.0,16.0,484.0,554.0,428.0,0.29600000000000004,0.345,0.363,0.708,,,,,,,,,,,,,2012
93,94,Brian Sweeney\sweenbr01,Seattle Mariners,NYM,38,0.3,8,,,,,,,,,,,,,,,,,,,,,,,,,2012
94,95,Ryan Theriot\theriry01,San Francisco Giants,STL,32,1.9,7,795.0,2894.0,401.0,816.0,17.0,229.0,108.0,261.0,0.282,0.344,0.353,0.6970000000000001,,,,,,,,,,,,,2012
95,96,Matt Tuiasosopo\tuiasma01,New York Mets,SEA,26,-0.5,3,71.0,193.0,15.0,34.0,5.0,15.0,0.0,13.0,0.17600000000000002,0.23399999999999999,0.306,0.54,,,,,,,,,,,,,2012
96,97,Prince Fielder\fieldpr01,Detroit Tigers,MIL,28,12.3,7,998.0,3527.0,571.0,996.0,230.0,656.0,16.0,566.0,0.282,0.39,0.54,0.929,,,,,,,,,,,,,2012
97,98,Jeff Francis\francje01,Cincinnati Reds,KCR,31,0.9,7,143.0,256.0,16.0,32.0,0.0,15.0,0.0,21.0,0.125,0.18899999999999997,0.14800000000000002,0.33799999999999997,61.0,66.0,4.78,1.43,181.0,180.0,0.0,1065.2,1198.0,128.0,326.0,694.0,2012
98,99,Jonny Gomes\gomesjo01,Oakland Athletics,WSN,31,0.2,9,781.0,2367.0,343.0,573.0,118.0,364.0,45.0,264.0,0.242,0.32899999999999996,0.451,0.78,,,,,,,,,,,,,2012
99,100,Clay Hensley\henslcl01,San Francisco Giants,FLA,32,2.1,6,208.0,86.0,2.0,8.0,0.0,4.0,1.0,4.0,0.09300000000000001,0.133,0.11599999999999999,0.25,24.0,29.0,3.94,1.351,211.0,49.0,7.0,466.1,421.0,34.0,209.0,329.0,2012
100,101,Hiroki Kuroda\kurodhi01,New York Yankees,LAD,37,6.8,4,109.0,198.0,7.0,21.0,0.0,3.0,0.0,13.0,0.106,0.161,0.111,0.272,41.0,46.0,3.45,1.187,115.0,114.0,0.0,699.0,667.0,64.0,163.0,523.0,2012
101,102,Brad Lidge\lidgebr01,Washington Nationals,PHI,35,-0.7,10,569.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.28600000000000003,0.28600000000000003,0.429,0.7140000000000001,26.0,31.0,3.44,1.273,592.0,1.0,223.0,594.0,480.0,56.0,276.0,789.0,2012
102,103,Ryan Rohlinger\rohliry01,Cleveland Indians,COL,28,-0.3,4,46.0,67.0,3.0,9.0,0.0,7.0,0.0,4.0,0.134,0.183,0.19399999999999998,0.377,,,,,,,,,,,,,2012
103,104,Cody Ross\rossco01,Boston Red Sox,SFG,31,4.7,8,757.0,2436.0,328.0,636.0,100.0,371.0,28.0,197.0,0.261,0.32299999999999995,0.456,0.779,,,,,,,,,,,,,2012
104,105,Dan Wheeler\wheelda01,Cleveland Indians,BOS,34,1.7,12,280.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,25.0,43.0,3.88,1.208,577.0,9.0,43.0,628.1,572.0,86.0,187.0,553.0,2012
105,106,Roman Colon\colonro01,Kansas City Royals,LAD,32,0.4,5,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,5.12,1.494,121.0,8.0,1.0,179.1,201.0,30.0,67.0,117.0,2012
106,107,Eric Junge\jungeer01,Atlanta Braves,LAA,35,,9,,,,,,,,,,,,,,,,,,,,,,,,,2012
107,108,Bryan Augenstein\augenbr01,Tampa Bay Rays,STL,25,-0.9,2,12.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.4,0.25,0.65,0.0,2.0,8.34,1.8969999999999998,12.0,2.0,0.0,22.2,34.0,3.0,9.0,12.0,2012
108,109,Wilson Betemit\betemwi01,Baltimore Orioles,DET,30,1.0,9,697.0,1742.0,223.0,469.0,63.0,243.0,9.0,180.0,0.26899999999999996,0.336,0.44799999999999995,0.784,,,,,,,,,,,,,2012
109,110,Bartolo Colon\colonba01,Oakland Athletics,NYY,39,1.6,14,39.0,86.0,1.0,10.0,0.0,5.0,0.0,0.0,0.11599999999999999,0.125,0.11599999999999999,0.24100000000000002,161.0,113.0,4.09,1.334,357.0,351.0,0.0,2241.0,2240.0,277.0,750.0,1742.0,2012
110,111,Kevin Millwood\millwke01,Seattle Mariners,COL,37,6.0,15,239.0,467.0,22.0,57.0,4.0,27.0,0.0,21.0,0.122,0.16,0.18,0.34,163.0,140.0,4.1,1.324,423.0,415.0,0.0,2559.1,2602.0,283.0,787.0,1976.0,2012
111,112,Carlos Pena\penaca01,Tampa Bay Rays,CHC,34,7.8,11,1226.0,4113.0,631.0,982.0,258.0,730.0,25.0,683.0,0.239,0.35200000000000004,0.486,0.838,,,,,,,,,,,,,2012
112,113,Sean Green\greense01,Texas Rangers,MIL,33,-0.4,6,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,4.41,1.517,264.0,0.0,2.0,269.2,276.0,13.0,133.0,203.0,2012
113,114,Willie Harris\harriwi02,Cincinnati Reds,NYM,34,-1.8,11,1021.0,2397.0,360.0,575.0,39.0,210.0,106.0,303.0,0.24,0.33,0.349,0.6779999999999999,,,,,,,,,,,,,2012
114,115,Omar Vizquel\vizquom01,Toronto Blue Jays,CHW,45,0.7,23,2908.0,10433.0,1432.0,2841.0,80.0,944.0,401.0,1021.0,0.272,0.337,0.353,0.69,,,,,,,,,,,,,2012
115,116,Delwyn Young\youngde04,Chicago White Sox,PHI,30,-0.9,5,,,,,,,,,,,,,,,,,,,,,,,,,2012
116,117,Paul McAnulty\mcanupa01,Los Angeles Angels of Anaheim,LAA,31,-0.2,6,,,,,,,,,,,,,,,,,,,,,,,,,2012
117,118,Vinnie Chulk\chulkvi01,Milwaukee Brewers,OAK,33,0.1,7,119.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.5,7.0,15.0,4.33,1.386,252.0,0.0,2.0,276.1,275.0,31.0,108.0,189.0,2012
